text,label,,,
"Aha fucking tweets from hurricane sandy are so great, just ate at wimpys and now going to get some stuff at food basics",1,,,
"Haha! RT @alizalicht: If you're looking for all your hurricane #Sandy food, look no further. I ate it.",1,,,
"In Danbury, CT...didn't buy a lot of food but I did make sure we had enough alcohol 2get through Hurricane Sandy. New Orleans taught me well",1,,,
"Hurricane Sandy isn't even that bad over here. Shooooo, I got madd food and NO SCHOOL.",1,,,
"Holy crap, this wind! Time for some chinese food & burning my favorite candle. #sandycaneisreallyloud #wind #friedrice #Hurricane Sandy",1,,,
"Ready for Hurricane Sandy, have food water and flashlights. Now I just have to convince the kids that lights on the wall are videogames…",1,,,
Food/water/flashlights stocked. Phones charged. Thanks everyone for the texts of concern. Amy (Mya) Ashley and I are safe. Hurricane #Sandy,1,,,
Everyone should just come over & we can have a hurricane sandy party. I have really good food.,0,,,
Shittt.. I dont mind Hurricane Sandy.. haven't had this much food in the house since last year,1,,,
A little comfort food while riding out hurricane Sandy!  #Comfortfood http://instagr.am/p/RYe0MOmSGO/ ,1,,,
thank god my mother cooked all this food lol Hurricane Sandy more like Hurricane Thanksgiving at my house,0,,,
hurricane sandy? my main problem is that there's food stuck in between my braces,1,,,
"Fat blunts , good food & cool aid I'm Gucci fuck hurricane sandy",1,,,
Hurricane Sandy you ain't Shit! #chef #shrimp #healthy #food #callforaplate #reservation #hurricanesandy http://instagr.am/p/RYciXsRAXU/ ,1,,,
So how much do you tip a person for delivering food in a hurricane? #Sandy,1,,,
Hurricane Sandy Cheeks knew not to steal my power before my boneless chicken and corn was done. She know I don't play when it comes to food.,1,,,
Time for dinner in the dark! #food #foodporn #hurricanesandy #hurricane #sandy #candles http://instagr.am/p/RYeaB0rrao/ ,1,,,
"CBC is telling people to get no perishable food ready for Hurricane  Sandy. My mom says ""It's because my cold room can feed all of MTL""",1,,,
Because of hurricane Sandy imma have the worst tummy ache ever!! Nothing but junk food consumption over here!!,1,,,
fema was so prepared for hurricane sandy it dropped off food and first aid supplies yesterday. bad news is the ... http://tmi.me/yDomp ,1,,,
Honor Foods will remain closed on Tuesday 10/30 due to the Hurricane #Sandy. We wish everyone good luck and safety!,1,,,
Hurricane Sandy = excuse to eat comfort food,1,,,
Remember to keep your food and water safe during an emergency like Hurricane #Sandy: http://go.usa.gov/Yd7V  #foodsafety,0,,,
hurricane Sandy assistance program RT @OGFlash: Food seasoning RT @quanb24: New TV show  RT @strawbrey_: WHAT IS SOSA!?,1,,,
#food #homemade #healthyliving thanks #HurricaneSandy for giving  @ Hurricane Sandy/ Frankenstorm Apocalypse http://instagr.am/p/RYdcD8xrq3/ ,1,,,
#Generator and #food truck on stand by if power goes out.  #Hurricane #Sandy heading for NE Ohio.  Time to Hunker Down.,1,,,
Hurricane Sandy soup http://www.goya.com/english/recipes/hearty-lentil-soup … and apple pie today!  Waiting out the storm in Brooklyn looking for other hurricane food blogs,1,,,
"Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times http://dlvr.it/2PMLXf ",1,,,
#food #cuisine Complete Hurricane Sandy coverage from The Slatest. http://dlvr.it/2PMLQW  #recipe #cooking,1,,,
#food #cuisine Complete Hurricane Sandy coverage from The Slatest. http://dlvr.it/2PMLP2  #recipe #cooking,1,,,
"Hurricane Sandy=House full of Food=Lazy Spontaneous Eating, Sleeping & Ass Sitting. -__-",0,,,
"My moms baking so much food,  I fuck with hurricane Sandy.",1,,,
"The upside to Hurricane Sandy is that delivery is still open. Food and supply for the next 3 days, coming right up!",1,,,
"Hurricane Sandy Better Come After the 1st of the month, so niggas can rack up on food ! Smh",0,,,
Hurricane Sandy:  What you Need to Know to be Food Safe http://bit.ly/SWvTV1 ,0,,,
And it keeps on coming :) #ready#hurricane#sandy#food# http://instagr.am/p/RYcakKtKAc/ ,0,,,
Why did Olivia drive herself to my house in hurricane sandy like this chick just came for the food lol,0,,,
Hurricane sandy needs to come back a little later when everybodys happy with food and everyone has a cuddle buddy :s,1,,,
I feel like people are using Hurricane Sandy as an excuse to eat junk food and drink a lot.,1,,,
"Im Gonna Remember Hurricane Sandy , Its The Most Food I Had In My House For A Whilee : ) Lmaoo",0,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://bit.ly/YfSSO5 ,0,,,
I liked a @YouTube video http://youtu.be/uRCnL0Qk4Kg?a  Hurricane Sandy Update - 37 FOOD ITEMS that YOU MUST HAVE - very Important details!!!,0,,,
"Hurricane Sandy will not stop Bullfeather's from serving the best customers around, stop in for delicious food & Monday Night Football!",0,,,
Can't believe how bad hurricane Sandy is getting with all of these evacuations! Remember to stock up on food and... http://fb.me/wrJ5zrvB ,1,,,
My parents really don't give a shit about Hurricane Sandy. They're not stocking up on food or anything hahaha,1,,,
I can't stop snacking on my hurricane #Sandy survival food.  :)) damn it,0,,,
Power out with Hurricane Sandy? Throw ice and food in a cooler for your dairy. Peanut butter is great in a pinch. #hungerfix,0,,,
"For those being hit by Hurricane Sandy, please stay safe Saints! We hope you have stocked up on enough food,... http://fb.me/25nQE6Aa1 ",1,,,
Today my dad watched the news and decided to start preparing for hurricane Sandy by buying $300 worth of can food. We live in Australia. FML,1,,,
Fuck u hurricane sandy ya big skank #food #fatty #prepared http://instagr.am/p/RYaxUWlR1z/ ,1,,,
"Hurricane Sandy Party Tonight @ my Apartment! Food, live music, games and survival kits!",1,,,
"DVR, liquor, food, pajamas. It ain't so bad so far... (@ Frankenstorm Apocalypse - Hurricane Sandy w/ @justinjkruger) http://4sq.com/Q2Du7H ",1,,,
Hurricane sandy stops no hungry betch eatting at sabor latino chatting it up with the owner-so happy to be eatting home cooked food,0,,,
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK (TWEETS) http://huff.to/UaKZ8v ",0,,,
Everyones storing food for hurricane sandy..honestly guys this is scaring the fuck out of me..,1,,,
"So awesome  hurricane Sandy cancelled two days of class but.. I just realized, I have no food basically... Just a batch of grape. FFV so far",0,,,
Hej DC! Looking Glass is open and operating! come get some comfort food and dark & STORMIES! Open as long as #hurricane Sandy allows!,1,,,
The way I see it hurricane sandy has no negatives. Not only was school cancelled but my mom also bought tons of good food. #bringitonsandy,1,,,
No matter how bad #Sandy is corner #Chinese food spot will be open... Winning #NYC #Hurricane #Sandy http://instagr.am/p/RYZbnXjzFj/ ,1,,,
RT @CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v  http://bit.ly/XNRVNI  http://bit.ly/webild ,0,,,
"madewithpaper: For Quick Escapes & Food Deliveries
In the words of imsoviral: “Hurricane Sandy is getting eve… http://tmblr.co/ZRMO0xWDiSjs ",1,,,
"Even with this hurricane sandy shit going, all the little black kids will still go trick or treating, they'll do anything for free food",1,,,
"""@CBSNews: How to keep your food safe if Hurricane #Sandy cuts electricity http://cbsn.ws/SpcA9v "" good to know",0,,,
Eat when the weather is bad: The Ultimate Hurricane Sandy Dining Guide to NYC http://ny.eater.com/archives/2012/10/the_ultimate_hurricane_sandy_dining_guide_to_nyc.php … #travel #food # #nyc #sandy,1,,,
"RT @The_Real_IMAN R u ready for hurricane sandy? follow @NotifyNYC and stack up on food for u and pets, water, torches, radio &amp; batte...",1,,,
Hurricane Sandy will not stop Stoney's from serving you delicious food to keep you going & tasty drinks to kick the rainy blues away!,0,,,
I just ordered Chinese food. It's a hurricane #sandy miracle! I love @chinafun!,1,,,
"okay hurricane sandy that's enough, I'm cold and you make the walk to food and class unpleasant. #frickrightoff",1,,,
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK http://huff.to/S9nblJ  - Humor&still going strong, I love it",0,,,
Food for days. 3C16 going to survive...hurricane sandy ain't shit !!! @HeadPhonesIII @d_sm00thO_O,1,,,
The stew Aunty is making right now Oh Gosh. Hurricane Sandy food bout to be popping!,1,,,
How to keep your food safe if Hurricane #Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/?tag=socsh …,0,,,
"""@CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v "" @Salelsebaey what is sandy??",0,,,
no. RT “@Thats_Fit: Preparing for Hurricane #Sandy? Stock up on these healthy foods http://huff.to/QQe1v7 ”,0,,,
The food in this house will not be enough for Hurricane Sandy :c,1,,,
"Wah, penting neh, utk persiapan mati lampu.. RT CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ",0,,,
"Costco food finds - 4th quarter 2012: On a Hurricane Sandy related note, the Kirkland-brand French vodka (a Grey... http://bit.ly/XNKPJc ",1,,,
Preparing for Hurricane #Sandy? Stock up on these healthy foods http://huff.to/QQe1v7 ,0,,,
Preparing for Hurricane #Sandy? Stock up on these healthy foods http://huff.to/QQe1v7  via @HealthyLiving,0,,,
Sandy has already caused damage in the east.How to keep your food safe if Hurricane Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/?tag=socsh … via @CBSNews,0,,,
RT @CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ,0,,,
How to keep your #food #safe if #Hurricane Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/ …,0,,,
Thinking of our fellow food banks and everyone on the East Coast as they anticipate the arrival of Hurricane #Sandy. Stay safe!,0,,,
RT @CBSNews How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ,0,,,
Hey cabin fever people -  How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ,0,,,
Walked to finnies in hurricane sandy for some food and beer only to find out it was closed #motherfucker,1,,,
"Everyone on twitters tweeting either about crying, hurricane sandy, or food. #dafuq",1,,,
Hurricane sandy more like hurricane eat all the food in the house,0,,,
“@CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ” good tips for hurricane watch,0,,,
RT @instapundit: RT @CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ,0,,,
"So far Hurricane Sandy has gotten me a house full of food, no class Monday and Tuesday, and a free case of beer #IllTakeIt",1,,,
"Eat it ""@CBSNews: How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v """,0,,,
I hope Hurricane Sandy is just a ploy to sell bread & canned food...either way be safe my northeastern peeps!,0,,,
I bet Mitt Romney is eating his 5 star food right now while others are suffering with HURRICANE #SANDY .,1,,,
"Endless chicken salad, vanilla ice cream and hot fries! Hurricane Sandy survival food",1,,,
"RT @foodsafetyshow: Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times... http://fb.me/21IGvuFqJ ",1,,,
"RT @foodsafetyshow: Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times http://dlvr.it/2PLXSj ",1,,,
"CBS News @CBSNews
How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v  http://fb.me/1hrhmaIUq ",0,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://cbsn.ws/SpcA9v ,0,,,
"""@stillsafe: #Hurricane Sandy: #Food #safety, closed stores, anti-price gouging http://www.latimes.com/business/money/la-fi-mo-sandy-food-stores-consumers-20121029,0,757728.story …""",1,,,
How to keep your food safe if Hurricane #Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/?tag=socsh … via @CBSNews,0,,,
"#Hurricane Sandy: #Food #safety, closed stores, anti-price gouging http://www.latimes.com/business/money/la-fi-mo-sandy-food-stores-consumers-20121029,0,757728.story …",1,,,
Flying hurricane sandy solo with some musica 'come fly away' Frankie S and all the food I bought yesterday w http://instagr.am/p/RYT9KPOpnS/ ,0,,,
Toronto Canada is expecting hurricane Sandy tonight & tomorrow. The news saying to carry canned foods? Is it really that bad#RandomThought,1,,,
"#poweroutage from hurricane #Sandy? 
Keep your food safe w/these guidelines from @DrFernstrom http://bit.ly/S8dR17 ",0,,,
"Hurricane Sandy, you made me waste my money on food for NO reason lol",1,,,
Hurricane Sandy: Comfort Food And Other Calming Rituals http://bit.ly/XNAFrP ,1,,,
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK (TWEETS) http://huff.to/UaKZ8v  via @HuffPostStyle",0,,,
"Hurricane Sandy: Food safety, closed stores, anti-price gouging - Los Angeles Times http://dlvr.it/2PLXSj ",1,,,
"I love eating people, so I urge all of you to preserve my food source and keep safe during Hurricane Sandy. #staysafe #yum",0,,,
Thanks to friends and family that have been checking on us during Hurricane Sandy.  All is fine here. Day of movies food and pjs,1,,,
Getting prepared for hurricane sandy! Food flash light water...possible blackout this evening.,1,,,
"“stay safe ny @NigelBarker: Hurricane Sandy Fashion Tweets Remind Us Sweatpants, Junk Food Are Still OK http://huff.to/UaKZ8v  @HuffPostStyle”",0,,,
Outchea in hurricane sandy on a mission to get food with @This10derKISS strloves & @AverageRapper lol . We c http://instagr.am/p/RYSCnEv6hK/ ,0,,,
#IFWT FOOD: Keep Food Safe During Hurricane Sandy If Your Power Goes Out! - http://tinyurl.com/949fcfd ,0,,,
getting ready to brave hurricane sandy for some food soon. #HopeIDontBlowAway or does dominos deliver? haha,1,,,
Lmao hurricane  sandy made they ran out of craby patties under the sea nd came to shake every fast food place up here,1,,,
Hurricane Sandy: Comfort Food And Other Calming Rituals http://ow.ly/eRuWw ,1,,,
@FoodNavigatorUS brilliant coverage of the effects of Hurricane Sandy on the food industry: http://ow.ly/eRuSW ,0,,,
Eating seco de chivo with the family. Sandy has to bring something good at least #hurricane #sandy #food # http://instagr.am/p/RYRXpHpal9/ ,1,,,
How to Deal With Food Safely After Hurricane Sandy’s Power Outages: Power outages are likely with the high winds... http://bit.ly/XNtRus ,1,,,
Tons of food and 10 liters of wine.. Sandy may be tough but I'm good #6abcSandy #Hurricane #sandy,1,,,
"Entertaining tip for Hurricane Sandy- a nice combo of hearty foods, alcohol, snacks & chocolate should get you feeling comfy, safe & relaxed",0,,,
These photos of #hurricane #Sandy are insane! More Americans seem to be instagramming pics of their food than the hurricane though...#hungry,1,,,
Good tips for any outage. MT @avmavets: How to keep your food safe if you lose power during Hurricane Sandy http://bit.ly/Rsh0dl ,0,,,
my babe brought me some food threw the Hurricane Sandy (I Love Him For That),0,,,
"Bracing for Hurricane Sandy, pet owners stock up on animal food, supplies http://bo.st/V12FsF   Are your pets ready... http://fb.me/KbRUeU1D ",1,,,
"Weather and Fashion! MT@NigelBarker Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK  http://huff.to/UaKZ8v ",0,,,
"Bracing for Hurricane Sandy, pet owners stock up on animal food, supplies  http://bo.st/V12FsF  Are your pets ready for the storm?",1,,,
Drove in #Hurricane #Sandy to make sure my clients had #IdealProtein Food @IdealWellCoach http://www.Idealwellcoach.com ,0,,,
Hazaah!  Hurricane Sandy Chinese food run complete!,1,,,
"Movies, junk food, n sleepover night with my boo while hurricane Sandy passes by...stay home n be safe ;)",1,,,
Stocked up on food and water. Now hunkering down to watch nonstop coverage of #hurricane #sandy. #newsnerd,1,,,
The food trucks are safely stored RT @globeandmail: Mayor Ford declares Toronto ‘ready for Hurricane Sandy’ http://bit.ly/Ph7X0C ,1,,,
"The only things that Hurricane Sandy has cancelled for me is late night food at the cafe, and my tramp session. hyped",1,,,
Whole Foods Fairfax was closed. Geez hurricane Sandy...,1,,,
"""Bring me some soup!""  ""What kind?"" #CHUNKY! #olliewilliams #survival #food #hurricane #sandy http://instagr.am/p/RYOSlPyTrU/ ",0,,,
"+1 disaster themed-no lights, only headlamps/flashlights dry food & wine RT @cstefanyk: Can someone throw a Hurricane Sandy party tonight?",1,,,
Hurricane Sandy: Bad for your health. All the junk food.,1,,,
so my lil bro goes Hurricane sandy don't have no food to eat so she acting up lol he be talking stupidness sometimes,1,,,
"My parents are freaking out about Hurricane sandy-.- they are making extra food, getting flashlights, and a bunch of crazy stuff stuff #Help",1,,,
"My family and I are prepared for Hurricane Sandy.
Flashlights ✓

Candelas ✓

First aid kit ✓

Cell phones charged up ✓

Dry foods ✓

Water ✓",1,,,
"Ok I ate all my hurricane Sandy food, now what?",0,,,
@FGonzalez345 fuck hurricane Sandy. lets go get free food! #Jewish,1,,,
"""The Day After Tomorrow"" Starring Hurricane Sandy. This week in New York City! (Don't forget the food and your umbrella)",1,,,
"Hurricane Sandy should come take SHA away to a nice tropical area with plenty of food, warm weather and guys... Just saying",0,,,
Offer some food for em RT @McDonalds: We're thinking of our friends on the east coast as Hurricane Sandy nears. Be careful and stay safe!,1,,,
“@CauseWereGuys: When there's no food in the fridge and the pantry and you're too lazy to go out <” and Hurricane Sandy is happening,1,,,
"RT @TheOfficialTATE: Fuck hurricane sandy vagina, I got a generator, food, 2 fully charged iPhones, (cont) http://tl.gd/jqo4ui ",1,,,
"""@funkmasterflex: #IFWT FOOD: Keep Food Safe During Hurricane Sandy If Your Power Goes Out! - http://tinyurl.com/9yap68z """,0,,,
"Fuck hurricane sandy vagina, I got a generator, food, 2 fully charged iPhones, and figured out how to not lose Internet or TV.",1,,,
Coming up on #CitrusTV's special report on Hurricane #Sandy we'll tell you how #SU food services would respond to a power outage,1,,,
"apparently basic necessities for hurricane Sandy are water, food and weed. clearly Geraldin and i need to ge http://instagr.am/p/RYLCSGzMdJ/ ",1,,,
Hurricane Sandy gourmet tip: MTR Meals-Ready2Eat (MRE) Indian food packs are a great & delicious option,0,,,
"Hurricane Sandy?! No worries, Beans To Brew Cafe is open with great hot coffees, good food, and yummy treats! Come... http://fb.me/zPAqDaij ",0,,,
Girls no man is going to protect yu when hurricane sandy blows their roof off .. First thing their copping is their Xbox or ps3 / food ,1,,,
Next 3 hours Hurricane Sandy moving in - winds may increase to 90+ mph. I think I have enough food and water. Be safe! Coco  #hurricane,1,,,
LOL “@HuffPostStyle: Fashion people's Hurricane #Sandy tweets remind us it's OK to wear sweatpants and eat junk food http://huff.to/WVRrGy ”,0,,,
Good Info. PLs read.Hurricane Sandy Power Outage Food Storage And Safety: What To Do And When To Do It - Forbes - http://www.forbes.com/sites/nadiaarumugam/2012/10/29/hurricane-sandy-power-outage-food-storage-and-safety-what-to-do-and-when-to-do-it/?utm_campaign=forbestwittersf&utm_source=twitter&utm_medium=social …,0,,,
"Alone, no food and I have to go shopping for the Halloween party at work this week.. Thanks Hurricane Sandy ",1,,,
"""@HuffPostStyle: Fashion people's Hurricane #Sandy tweets remind us it's OK to wear sweatpants and eat junk food http://huff.to/WVRrGy """,0,,,
Pre-Storm Mayhem Hits NYC Whole Foods: Hurricane Sandy is barreling towards the North East Coast and expected to... http://adf.ly/EA0zZ ,1,,,
Everybody stay safe during Hurricane Sandy. Make sure you have plenty of food for 2 days or so. Flashlights too incase the power goes out,0,,,
New oil new gas new chain and lock for my generator plenty of food guns ammo bows and arrows bring it on hurricane sandy!,1,,,
Fashion people's Hurricane #Sandy tweets remind us it's OK to wear sweatpants and eat junk food http://huff.to/WVRrGy ,0,,,
"For all of you preparing for Hurricane Sandy, it's time to get creative with non-perishable foods! They might not... http://fb.me/25rdrzSZG ",0,,,
Hurricane Sandy & Seamless Food Ordering | The Delivery Bag http://blog.seamless.com/2012/10/hurricane-sandy-seamless-food-ordering/ … via @Seamless,1,,,
G+: Healthy food to stock up on for Hurricane Sandy https://plus.google.com/104506178567642878707/posts/CNQzi8S11M1 …,0,,,
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK (TWEETS): The folks of the fash... http://binged.it/S93Pxy ",0,,,
How to keep your food safe in the event that you lose power during Hurricane Sandy http://bit.ly/Rsh0dl ,0,,,
"Hurricane Sandy CheckList:
-Food
-snacks
-Fully CHARGED phone Or Ipod
-Flashlight
-Cuddle buddy :)))",0,,,
Good food during the hurricane #Sandy (@ Chao Thai Too) on #Yelp http://www.yelp.com/biz/uJobmCs50F6PlE-p-s3qdw?pt=check_in&ref=twitter&v=4b …,0,,,
Hurricane Sandy has me inside today. Day off and I'm meal planning. So much for food shopping today!,1,,,
"Hurricane Sandy can't harm us - our house is full of friends we have tons of food and drinks, and listen the gu... http://vk.cc/11yDrg ",1,,,
How to keep your food safe if Hurricane Sandy cuts electricity. #sandy http://dld.bz/bQGkc ,0,,,
"#hurricane #sandy #preparation Make sure you have #food, #water, and #shelter. And if shit gets real bad mak http://instagr.am/p/RYJnqTSTnb/ ",1,,,
P.S.A. Get some #cash get #food and #gas #hurricane #sandy be safe.,0,,,
Preparing for hurricane sandy by eating as much food and watching as much television as i can before the power goes out. #mylogicisnotflawed,1,,,
At the grocery. No peanut butter. No bread. Hurricane Sandy clearly brings out the practical side of all of us! #back to kiddie foods,1,,,
"Storage wars, some food, and hurricane sandy. Because storage wars makes everything better.
#storagewars
@BrandonSideBet",0,,,
"On a scale of 1 to Chris Christie, Hurricane Sandy is a louder, larger, and hungrier Chris Christie that just woke up from a food coma.",1,,,
@JKiddLive: Hungry af!!! Hurricane Sandy blow some food through my window it's all good.,0,,,
God bless the little Asian man who braved Hurricane Sandy to deliver this Chinese Food to me http://instagr.am/p/RYI8WXw7Wr/ ,1,,,
"For those in the path of Hurricane #Sandy, stay safe, stay dry and be sure to stock up on food & water.",1,,,
"Hey whole foods, hurricane sandy is no excuse to not have samples #cmon #imhungry",1,,,
@ThatKiddWill Haha!!! I Have Some!! Stacking Up On Food Just In Time For Hurricane Sandy! Wish I Could Give You Some!!! : / Sorry!,1,,,
@IndiaElvins yes I've seen man vs food haha your going to get a hurricane sandy video grills style haha.Your tweet I love haha fearless mofo,1,,,
Looking for Low-Fat Comfort Food to survive Hurricane Sandy??  Try this Low-Fat Chicken Pot Pie!! http://pinterest.com/pin/37928821833198978/ …,1,,,
Survival food during hurricane sandy lol #nutella #goodshit http://instagr.am/p/RYIb_xseKg/ ,0,,,
"As Hurricane Sandy approaches, it is a great idea to have a Hurricane Pet Kit. This kit should include: 

- Food... http://fb.me/zlYyYRzT ",0,,,
Waiting for #Hurricane #Sandy with a @NewGirlonFOX Marathon with a few of my favorite New Yorkers and a ton of perishable food items.,1,,,
"Food And Wine Top story: Hurricane Sandy: View From Above http://www.nytimes.com/interactive/2012/10/28/nyregion/nyt-webcam.html …, see more http://tweetedtimes.com/The_CityOfRoses/food …",1,,,
Hurricane Sandy? More like Pecan Sandy. This storm's nothing more than an excuse to stock up on junk food. #fb,1,,,
If Hurricane Sandy Boutta Take Us Out Let Me Get My Food First,1,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://bit.ly/RiWB8D  via http://topicfire.com/Health ,0,,,
"Hurricane Sandy is kicking our ass! 80mph winds and tons of rain. To top it all off, I have food poisoning. So tired.",1,,,
Charging all my electronics an making all the food I have in preparation for... A hurricane sandy party! (: love finding excuses to hang out,0,,,
Hurricane sandy = perfect excuse to eat a lot of food and lay around all day,0,,,
"My mom is acting like Hurricane Sandy is gonna hit Ohio full on. She's all ""I need to stock up on canned food!!!"" lol. #CalmYourself",0,,,
#IFWT FOOD: Keep Food Safe During Hurricane Sandy If Your Power Goes Out! - http://tinyurl.com/9yap68z ,0,,,
So much for yummy Indian food during a hurricane!!! #Sandy #fishtown #ekta #closed #emptystreets #philadelph http://instagr.am/p/RYG08xSCC9/ ,1,,,
"Hope all our @FoodProdDesign food industry friends (really,everyone) on the East Coast stay safe during Hurricane Sandy.",0,,,
"Finalizing all of my prep for Hurricane #Sandy. All stocked up on non perishable food, batteries, candles, ice, etc. Be safe everyone!",0,,,
"Hurricane Sandy is gonna make me gain weight, cause there is way too much food & snacks in my house lol",0,,,
How to keep your food safe if Hurricane Sandy cuts electricity - CBS News http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/ …,0,,,
Hurricane Sandy is approaching and your pet's needs are important!  Please check your pet's medications and food... http://fb.me/1giCS5JS4 ,1,,,
Pre-Storm Mayhem Hits NYC Whole Foods: Hurricane Sandy is barreling towards the North East Coast and expected to... http://tinyurl.com/8zv4727 ,1,,,
Our thoughts are with everyone affected by Hurricane #Sandy. Be safe. #Food and #ag safety tips here: http://www.neogen.com/blog/?p=1442 ,0,,,
Food Gifts from Gifted Expressions -   ASI/56777:         Important Hurricane Sandy Information    Expires:   10... http://bit.ly/V0HRBu ,0,,,
"RT @LivingSafely: In the path of Hurricane #Sandy? Ensure you have a week's worth of water, ready-to-eat food, strong shelter and warmth.",1,,,
How to keep your food safe if Hurricane Sandy cuts electricity - http://ow.ly/eR6Ya  #health,0,,,
Hurricane Sandy = Beer + Food - Classes. #Sandy ain't so bad,1,,,
Just ordered chinese food during Hurricane #Sandy. :o Good thing they're right downstairs in our apartment building.,1,,,
How to keep your food safe if Hurricane Sandy cuts electricity http://www.cbsnews.com/8301-204_162-57541978/how-to-keep-your-food-safe-if-hurricane-sandy-cuts-electricity/?tag=socsh … via @CBSNews #preppers,0,,,
"How to keep your food safe if Hurricane Sandy cuts power.
http://onforb.es/PCnQQD  #EastCoast #Sandy",0,,,
"Keeping food safe if Sandy cuts power: (CBSNEWS) — With Hurricane Sandy threatening to cut power, many peopl... http://bit.ly/VYT8Uq  #p2",1,,,
"Tips for storing/using food safely, if you'll be affected by Hurricane #Sandy: http://www.forbes.com/sites/nadiaarumugam/2012/10/29/hurricane-sandy-power-outage-food-storage-and-safety-what-to-do-and-when-to-do-it/ … @Forbes",0,,,
Collateral damage from hurricane #Sandy. Excessive weight gain for stuffing my face with food for two days.,1,,,
Hurricane #Sandy Pro Tip: Astronaut Ice Cream makes a great non-perishable food option.,0,,,
"Sooo hurricane sandy is a level 1' lmao yawl niggas doin to much , haha I seen pic of a grocery store all the food was gone lmao",0,,,
"Flying with a European airline? & stranded by a canceled flight because of Hurricane Sandy? EU 261 remember that, free hotel & food.",1,,,
"Food Safety Is Crucial As Hurricane Sandy Approaches the East Coast 

Keeping food safe and accessible should be a... http://fb.me/ZuauooIb ",1,,,
Everyone bought like a week worth of food for hurricane sandy. Watch everyone be w/o food by tomorrow. Wednesday tops.,1,,,
Pre-Storm Mayhem Hits NYC Whole Foods: Hurricane Sandy is barreling towards the North East Coas... http://bit.ly/S8Nx86  #ComputerRepairs,1,,,
Pre-Storm Mayhem Hits NYC Whole Foods: Hurricane Sandy is barreling towards the North East Coast and expected to... http://bit.ly/XMMGxO ,1,,,
OMG I CANT WAIT TO BE TRAPPED IN WITH BOYFRIEND DURING HURRICANE SANDY <3333 By boyfriend I mean food.,1,,,
My mom said that this was finger-food haha thanks Hurricane Sandy http://instagr.am/p/RYEr1uRWZb/ ,1,,,
"#Yahoo - Food safety Hurricane Sandy: Take food safety precautions after power outage, flooding: Agriculture Sec... http://bit.ly/S8MSTW ",1,,,
@So_SAVvyy So I'm venturing out into hurricane Sandy cause I'm fucking starving and have no food... #hungrygirlprobz,1,,,
"Hurricane Sandy is arriving. Hoping for minimal damage, few days without power, and that I have enough food and water. #survival",1,,,
"Keeping Pets Safe During Hurricane Sandy: MARS Petcare US, makers of PEDIGREE® food for dogs and WHISKAS® food f... http://bit.ly/XJwduq ",0,,,
"Hurricane Sandy - Im ready for hurricane sandy to come, i got my food to last me about two days and my rubber… http://tmblr.co/ZiT-2yWBi3q3 ",1,,,
Hurricane #Sandy Can you survive 72 hours no sound no light no Internet no noise no food water shower u BETTER Consider http://www.cbc.ca/news/canada/toronto/story/2012/10/28/sandy-storm-ontario-redcross.html …,1,,,
I hope all my friends & family in the NY area are safe during the onslaught of Hurricane Sandy - stock up on food & water! :),0,,,
@lxoivaeh i heard about hurricane sandy,41211.33125,1,,
