text,label,,
Food aid available to tornado victims in more counties: Food assistance is available to those living in counties... http://bit.ly/jf79sn,0,,
"Oh, look.  You can also text ""FOOD"" to 27722 to donate $10 to West Alabama Food Bank, which is helping feed tornado victims.  Excellent.",0,,
"@Mruff221 $10 =a case of beer, or some cigarettes, or a movie ticket, or fast food, or it could HELP A TORNADO VICTIM.. Not a tough decision",0,,
Great seeing Culinard and Jason's deli donating food for tornado victims!,0,,
So proud of my little sister- she's running water/food and helping with cleanup of tornado victims in GA.,0,,
Food aid available to tornado victims in more counties http://bit.ly/mjEyAW,0,,
"@ChickfilA Thanks for providing food to volunteers & property owners in Ohatchee, #Alabama - grateful for such thoughtfulness after tornado!",0,,
"Heading out later to forage for gas, ice and food. ;) #tornado #Huntsville",1,,
"About to go pass out food and water to the tornado victims. Then, helping with clean up tomorrow morning over in Ohatchee.",0,,
Err:509,1,,
Alabama love. ATL love all my PEOPLE ONE LOVE THAT DON'T HAVE LIGHT OR WATER IN THE TORNADO OR FOOD LOVE WE ARE HERE BLESSING AND PRAYER LV,1,,
I'm glad to know that the Salvation Army is helping out the tornado victims. They have the logistics to help provide shelter and food.,0,,
RT @Fly_Times Don't forget. Tomorrow is the Fly Times Cookout. Get fly. Free food. Bring your can goods to aid in the tornado relief.,0,,
"Please pray for the tornado victims. Many lost everything they owned. Just let your car, house, or food remind you of what they don't have.",1,,
Stop by Academy Sports on HWY150 & donate non-perishable food items as we help our neighbors suffering from the devastating Tornado 6am-10pm,0,,
Don't forget. Tomorrow is the Fly Times Cookout. Get fly. Free food. Bring your can goods to aid in the tornado relief.,0,,
Make Sure yall Come Thru K-Day @GeorgeWardPark Free Food for everybody from 12-7 sponserd by Bham Nupes..Bring Can Goods for Tornado Victims,1,,
Please call 208.704.6240 (Aaron). I want to provide free food to those affected by the tornado which ripped the town apart last night.,0,,
RT @ariheart1: If you are able to...please send something...clothes...canned food...to the those affected by the tornado.....,1,,
If you are able to...please send something...clothes...canned food...to the those affected by the tornado.....,1,,
I'm at Fast Food Blu Tornado w/ @paolo_furini http://4sq.com/lNwsPN,1,,
I'm at Fast Food Blu Tornado (Castelnuovo del Garda) http://4sq.com/jtzHec,1,,
"American Red Cross prepared to help, offers tips on food and safety: (The Huntville Times, Dave Dieter) Tornado ... http://bit.ly/jrc8Bq",0,,
"Dallas, TX people who want to donate food, water, clothes for the Tuscaloosa tornado victims my dad is coming down tomorrow@5am DM 4 address",0,,
@canwheaton i may claim myself as a tornado victim just so I can go back to @blackberryfrm and receive free #Orvis clothes and #unreal food,0,,
if u seriously contemplate being a tornado to eat up all the food in the booths..i know u don't play.Lmao RT @b_robbie @urGURL_B i dont play,1,,
Alabama had a HUGE tornado hundreds dead. of you have any food money or anything to donate please DM me My family is doing a fundrasor. help,1,,
"good nite all. pray for those in tornado torn areas. Give blood, and help with pet foods. God Bless you.",0,,
"happy my hydro is back on, glad my food is ok, wind storm my ass... I'm thinking tornado",0,,
how that man who food got blowed away by the tornado get free hamburgers for a year?? thats so redicolous!!!,1,,
"Parkview Elementary @ 9 in the am for more collection and distribution of food, etc. to tornado victims.",0,,
"We will take up donations of clothes, water, food, or money at our game Saturday for the tornado victims at Smithville.",0,,
"Please pray for the families and the victims from The Alabama Tornado Disaster... If you cant give money,food, or blood...Just Pray! <3",0,,
"Tornado areas really need donations, including pet food, beds, etc. Check this out for places to donate. http://abcn.ws/kDiOTi",0,,
"Text ""FOOD"" to 27722 to donate $10 to West Alabama Food Bank for tornado relief. Come on & sacrifice that #5 chickfila combo for the day ;)",0,,
"MT @@Toomers4Ttown #loc Cedar Grove Baptist Church in Leeds, AL is #offer serving hot meals to storm victims #food #tornado",0,,
Alabama DHR to issue food benefits early in tornado-damaged counties | al.com http://blog.al.com/spotnews/2011/04/alabama_dhr_to_issue_food_bene.html …,1,,
My girls getting somr hands on mission experience. I'm so proud of them. Taking food to tornado victims  http://yfrog.com/gyccznhj #fb,0,,
"3 wars, 300 tornado deaths, high food & gas prices, & sky-high debt. But the #teaparty is our biggest problem?? #morons http://bit.ly/j2rZqF",1,,
Alabama DHR to issue food benefits early in tornado-damaged counties - al.com (blog) http://bit.ly/jTPzMe,1,,
"Been at the Scott center all day with families collecting water, food, clothes, etc. Filming stories #alabama #tornado",1,,
#tuscaloosa #offer Alberta City tornado victims who need food - pizza hut @ #loc Leland Shopping Ctr #details free pizza 2nite & Sun mid-AM,1,,
@eijikun #tuscaloosa Alberta City tornado victims who #need food - pizza hut @ #loc Leland Shopping Ctr w/ free pizza tonight & Sun mid-AM,1,,
Alabama DHR to issue food benefits early in tornado-damaged counties - al.com (blog) http://bit.ly/jxxXe1,1,,
"Local Charity Collects Donations For Tornado Victims: Food can items, anything which is ready to eat,"" explained... http://bit.ly/kTdIcA",0,,
"@jakemcgrew excellent! Lots of great teaching, music, food, ideas, weather ( aside from the tornado stuff). Atlanta is worth going back.",0,,
#HR Alabama DHR to issue food benefits early in tornado-damaged counties - al.com (blog): Alabama DHR ... http://bit.ly/iqcOje #hrtrends,1,,
Alabama DHR to issue food benefits early in tornado-damaged counties http://bit.ly/mlwrVU #fb,1,,
WTVY Headlines Food Assistance Comes Early for Tornado Victims: Alabamians will soon receive their food assistan... http://bit.ly/jHH8sh,0,,
"Alabama DHR to issue food benefits early in tornado-damaged counties: By The Birmingham News MONTGOMERY, Alabama... http://bit.ly/iXGEjk",1,,
(RT from RSS) Alabama DHR to issue food benefits early in tornado-damaged counties http://ow.ly/1cqhO9,0,,
Alabama DHR to issue food benefits early in tornado-damaged counties http://bit.ly/mioyVK,1,,
RT @hhdavid65 RT @Birmingham_News: Alabama DHR to issue food benefits early in tornado-damaged counties http://bit.ly/iSv7KW,1,,
DHR to Issue Food Benefits Early in Tornado-Damaged Counties http://bit.ly/jfChJp @_a_Government,1,,
"Post tornado, a Piggly Wiggly owner makes food free for all http://bit.ly/jj80tY via@eatocracy",0,,
"#food #westchester Post tornado, a Piggly Wiggly owner makes food free for all: [cnn-video url=""http... http://bit.ly/mMPg7E #restaurant",0,,
"#food Post tornado, a Piggly Wiggly owner makes food free for all: [cnn-video url=""http://www.cnn.com/video/#/vi... http://bit.ly/mMPg7E",0,,
"Post tornado, a Piggly Wiggly owner makes food free for all http://bit.ly/mMPg7E via@eatocracy",0,,
"#food Post tornado, a Piggly Wiggly owner makes food free for all: [cnn-video url=""http://www.cnn.com/video/#/vi... http://bit.ly/iYcZpZ",0,,
@marymeigs yeah...so NEVER go to that Robertson's health food store. CRAZY. I only went there because mana is in tornado alley.,1,,
Alabama DHR to issue food benefits early in tornado-damaged counties: Benefits will be deposited Sunday to EBT cards. http://dlvr.it/QD5Tj,1,,
Alberta City tornado victims who need food - pizza hut to setup @ Leland Shopping Center with free pizza tonight and Sunday mid-AM,1,,
RT @FRANKWALKER41: We are getting so much feed back about the tornado food and clothing drive and I just wanna say ... http://tmi.me/9zwGy,0,,
We are getting so much feed back about the tornado food and clothing drive and I just wanna say thank you soooooooo much. I love you all,0,,
"RT @bhambarons: Tornado Relief TONIGHT: Bring 1 case of water, 6 canned food items, diapers  formula to Barons game http://fb.me/LMR2vtBN",1,,
"@chelseahandler please pass the word on that we really need donations, clothes, food, anything for tornado victims here in Alabama!!",0,,
"Tornado Relief TONIGHT: Bring 1 case of water, 6 non perishable food items, diapers or formula to the Barons game... http://fb.me/UJg3o0sf",1,,
Come out to Academy Sports HWY150 w/ @Hot1077 as they collect non-perishable food items to benefit those hurt by the terrible tornado #NHN,1,,
"Tornado Relief TONIGHT: Bring 1 case of water, 6 canned food items, diapers or formula to the Barons game tonight... http://fb.me/LMR2vtBN",1,,
Food assistance available for tornado victims - http://bit.ly/iUUIau #Jacksonville #NorthCarolina,0,,
"DHR to Issue Food Benefits Early in Tornado-Damaged Counties: [Human Resources, Department of] As part of the st... http://bit.ly/kB892C",1,,
"Who would be interested in going to Alabama Thurs-Saturday? Just a thought to help with tornado victims, taking food and water",0,,
"Going to Costco to get several bags of dog and cat food for the misplaced Tornado pets. If everyone can help a little, please do!",0,,
"@therealsalpal  Text ""FOOD"" to 27722 gives $10 to West AL Food Bank; Tornado Victims. Plz TEXT/ FB to peeps outside AL - thanks bro #4MyCity",0,,
@Alyssa_Milano will you tweet about this food drive to help tornado victims in Tuscaloosa? http://bit.ly/m5oyYL Trying to spread the word:),0,,
@corbinbleu will you tweet about this food drive to help tornado victims in Tuscaloosa? http://bit.ly/m5oyYL Big HSM fan by the way:),0,,
"SportClips is taking donations for tornado relief in Vilonia! Donate clothes, food, change or go to Vilonia & help clean up! Anything helps!",0,,
Admission for fiji island party this year is desireables/food/water for the tornado victims. Good thinkin fiji boys,0,,
"Ways to help tornado victims: Needs nonperishable food items, all clothes, tarps (blue or black), ladies' hygien... http://bit.ly/iU9NEL",0,,
"the fly times cookout is today..come shop..free food, good deals, great time..also, dont forget to bring can goods for the tornado victims",0,,
"Ways to help tornado victims: PARA says to bring ready to serve food to Snow Hinton Park, 1000 Hargrove Road Eas... http://bit.ly/kj4q1w",0,,
Great opportunities to help tornado victims thru #evangel Give on our website evangeltemple.org Bring clothes or food to campus tomorrow,0,,
Every fast food place in this city is packed. Nobody can cook yet since the #tornado came through. #ontheroad,0,,
"RT @Conservativeind: If you live near a WINN-DIXIE, they are accepting food donations for tornado relief http:… (cont) http://deck.ly/~o0ZbA",1,,
"MT @Conservativeind: Live near a WINN-DIXIE, they accept food donations for tornado relief http://tinyurl.com/3trolq8 #twisters #marathon",1,,
"If you live near a WINN-DIXIE, they are accepting food donations for tornado relief http://tinyurl.com/3trolq8 #twisters #marathon #tcot",1,,
@Hot1077 is @ Academy Sports HWY150 collecting non-perishable food items until 10pm for the victims hurt by the horrible tornado #NHN,0,,
"Ways to help tornado victims: PARA says to bring ready to serve food to Snow Hinton Park, 1000 Hargrove Road Eas... http://bit.ly/illluk",0,,
"Oakwood Baptist in Chickamauga offers relief, food, showers to tornado victims - http://bit.ly/l9TeGc #Chickamauga #Georgia",0,,
Ways to help tornado victims http://sy.ly/s8kcB #carbs #obesity #health #diet #fit #workout #weightloss #sugar #nutrition #fitness #food,0,,
"Text ""FOOD""to27722 to donate $10 to the West AL Food Bank, which is helping feed people that have been misplaced as a result of the tornado.",0,,
"Tornado recovery day 3, no power gas better, food ok, life excellent",1,,
Food assistance available for tornado victims - - - Jacksonville ...: The Food and Nutrition Services program (f... http://bit.ly/jBmCOo,0,,
WFMY News 2 Food assistance available for tornado victimsENC Today… expenses from loss of income or loss of food due... http://dlvr.it/Q9BKK,0,,
"@Pink Please encourage your fans to help #Alabama tornado victims!!! Text ""FOOD"" to 27722 to donate $10 to West #Alabama Food Bank.",0,,
FayObserver.com - Food aid available to tornado victims in more counties http://www.fayobserver.com/articles/2011/04/29/1090468?sac=Home … via @fayobserver,0,,
Err:509,0,,
#nutrition via @health_club: Food assistance available for tornado victims: The Food and Nutrition Services prog... http://bit.ly/l87AA1,0,,
Food assistance available for tornado victims: The Food and Nutrition Services program (formerly known as food s... http://bit.ly/leJj2z,0,,
Food Assistance Available For Tornado Victims http://tinyurl.com/659rdyd,0,,
"Please remember to help local tornado victims 2morrow. Bring food, water & other supplies to 300 Minnis Road #CLEhelp http://on.fb.me/k9SD4b",0,,
“@christinplease: McDonough is a tornado...lol i thought it was some new food item at McDonalds... #awkward”,1,,
"Invite Friends! @Station_Church Praise Band tornado benefit Sunday at Helena Amphitheater. Food & fun 3-5 pm, Concert 5 pm.",0,,
Food assistance available for tornado victims - ENC Today http://bit.ly/mFregh,0,,
Nutrition | Food Assistance Available For Tornado Victims http://dlvr.it/Q8Y0m,0,,
my dad took me and my mom and sister to Oneonta for food cause he thought the storms were over. another tornado hit right where we (c),1,,
@weatherchannel I'm in Fayetteville NC and if I received  $5200 I would take it up to the shelter for many of our resent tornado outbreak.,0,,
"Walk into denver airport bathroom. First sign i see ""tornado shelter""",0,,
"Woof! #Tornado: If you live in a mobile home, take pet, leave, find safe shelter when WATCH is issued. http://bit.ly/gpTq2N #rcdog",1,,
did i mention that last night when the tornado sirens went off and we tried to head for shelter my lovely... http://tumblr.com/xqm27d8db9,1,,
@meganpickle are yall in storm shelter #tornado #imscared:(,1,,
"This is ""Granny"" an older displaced tornado victim at Pulaski County animal shelter, who may be euthanized by... http://fb.me/EMWEee4P",1,,
Very strong storms with the possibility of a tornado associated with it moving towards the Starkville area. Go ahead and get to your shelter,1,,
Tonight @524students lead on their own without adults at the Heritage High Tornado Relief shelter. #proud #notkidsanymore,1,,
RT @LivingSafely: NWS issues Tornado Warning for parts of #MS. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1,,
“@Kentuckyweather: Possible tornado near and along Interstate 64. If you live in Winchester and just north... SEEK SHELTER NOW!” #kywx,1,,
Possible tornado near and along Interstate 64. If you live in Winchester and just north... SEEK SHELTER NOW!,1,,
Ok and now the tornado sirens are going off. Seriously take shelter.,1,,
"RT @jmeHTE: @RC859HustleHTE Ohh shit..u ok bro? » I'll shoot a tornado.. I sent my co work to shelter doe lol.. I'm n da HEMI, CANT CATCH ME",1,,
Just survived a tornado warning in Lexington Kentucky. We had to take shelter.  It is indeed Good Friday because the storm did pass over!,1,,
"Golf ball size hail in & near Marshfield, #Webster Co., #MOwx ... funnel reported with that storm.  Stay in your shelter.  #Ozarks #Tornado",1,,
Tornado warning for Christian county. Nice. Headed to the storm shelter. See everyone in a bit.,0,,
@NoTweetTim Sweet. Just turned Regency Ballroom into a tornado shelter>> Tornado warnings at Rogers right now.,1,,
If you're in lex right now. bE SAFE. Find shelter. #tornado warnings and a REAl bad storm outside. #imscared #Godbless,1,,
"praying all my little siloamies are alright! seek shelter, tornado supposedly hitting in 20 minutes or less. BE SAFE!",1,,
Sweet. Just turned Regency Ballroom into a tornado shelter,1,,
Tornado warnings- welcome home Lauren. Take shelter Lexington!!,1,,
Please be careful and seek shelter!! Tornado warning in effect for Lexington!,1,,
Fayette Mall and Zandale...I hope you're in shelter. The possible tornado is directly over you!,1,,
"Fellow Lexingtonians, There is a tornado warning. I ask you to remain calm and take shelter. We will get through this together. Thankyou.",1,,
"RT @LivingSafely: NWS issues Tornado Warning for parts of #KY, #MO. Seek strong shelter now if at risk: http://ow.ly/4p9AD",1,,
Tornado moving at 35 mph towards us and is 7 miles away. News says take shelter now. Awesome!,1,,
"Taking shelter in Versailles, KY - tornado warning. Scary but really pretty too",1,,
LEXINGTON METRO - TORNADO WARNING SEEK SHELTER IMMEDIATELY. TORNADIC STORM WITH CONFIRMED FUNNELS ABOUT 15 MILES OUT!,1,,
"US/Silver Spring: NWS issues Tornado Warning for parts of #KY, #MO. Seek strong shelter now if at risk: http://ow.ly/4FoOZ",1,,
Bill Meck is telling me that I need to get into a shelter right now. anyone got a tornado shelter I can borrow?,1,,
"@Sweet_Cheeks001 Tornado Warning-Seek Shelter-""west of 127 in the clear now"" Stay Safe",1,,
"RT @KYEMPIO: Possible tornado near US 127 and Hwy 151, Lawrenceburg residents take immediate shelter! http://myloc.me/jr0za",1,,
"Possible tornado near US 127 and Hwy 151, Lawrenceburg residents take immediate shelter!",1,,
RT @WoodfordHumane: Versailles residents: Tornado warning in effect until 7pm. Tune into local weather stations & be ready to seek shelter.,1,,
Versailles residents: Tornado warning in effect until 7pm. Tune into local weather stations and be ready to seek shelter.,1,,
RT @Kentuckyweather: Possible tornado heading straight for Alton and Lawrenceburg in Anderson County. SEEK SHELTER NOW!!,1,,
Possible tornado heading straight for Alton and Lawrenceburg in Anderson County. SEEK SHELTER NOW!!,1,,
Hwy 395 Anderson Co residents need to take shelter in tornado safe location,1,,
Animal shelter giving storm-hit owners more time to reclaim pets: The four-legged residents of the tornado-damag... http://bit.ly/dKWgtB,1,,
"What does it say about me that whenever I hear tornado sirens my first instinct isn't ""find shelter!"" it's ""go look out the window!""",1,,
Scream? o.O This was the day of the tornado. Haha we were bored in the storm shelter. http://twitpic.com/4nv1fs,1,,
My brother is taking shelter in a cement baseball dugout with his team because there is a tornado heading their way in Texas. #scary,0,,
"RT @LivingSafely: #NWS issues Tornado Warning for parts of #AR, #OK, #TX. Seek strong shelter now if at risk: http://ow.ly/4p9AD",1,,
"US/Silver Spring: #NWS issues Tornado Warning for parts of #AR, #OK, #TX. Seek strong shelter now if at risk: http://ow.ly/4G1xR",1,,
There was a tornado spotted on the ground near the town of Dunmor in KY. If you live in Muhlenberg or Todd counties in KY seek shelter!,1,,
Alert ! TORNADO WARNING for North MC effective immediately. THIS IS A DANGEROUS AND POSSIBLY LIFE THREATENING SITUATION!! Seek safe shelter,1,,
TORNADO WATCH THIS IS A DANGEROUS AND POSSIBLY LIFE THREATENING SITUATION!! Seek safe shelter immediately!!!,1,,
Who ever is outside right now better seek shelter. Tornado warning.,1,,
NWS: TORNADO WARNING for North MoCo effective immediately. THIS IS DANGEROUS & POSSIBLY LIFE THREATENING SITUATION! Seek safe shelter immed.,1,,
KOMU has reporter at the Maryland Heights Community Center where the Red Cross has set up shelter for tornado victims. /via @Taraeg,0,,
At the Maryland Heights Community Center where the Red Cross has set up shelter for tornado victims. @komunews,0,,
Nothing like having family time on Easter Sunday in the storm shelter  under a tornado warning. My poor daughter just hates this weather.,1,,
"Folks in Clinton take shelter. New tornado warning issued for Coway, Pope and Van Buren co. until 2:15 pm. Storm moving at 35 mph #arwx",0,,
"RT @LivingSafely: #NWS continues Tornado Warning for parts of #AR, #TN. Seek strong shelter now if at risk: http://ow.ly/4p9AD",0,,
i'm at a rest area with free wi-fi & sliding glass doors- it also has 2 tornado shelter rooms,0,,
Apparently the restrooms in DEN can be used as a tornado shelter. I'd rather risk the tornado. Not sure what makes them tornado-proof either,1,,
"RT @redcrossdog: Woof! #Tornado: If you live in a mobile home, take pet, leave, find safe shelter when WATCH is issued....",1,,
Reviewing tornado damage and shelter photos for Red Cross preparing them for upload to Flickr site. Have a great Easter with your families!,0,,
Good thot @redcrossdog. Bribes work too! (Our #cats trained to go to tornado shelter for treats when they hear storm siren ,40657.5333333333,0,
RT @LivingSafely: NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1,,
US/Silver Spring: #NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4FOpm,1,,
"Tornado Warning for Erath to 10pm, 3 miles out of Dublin heading right toward the town. Seek Shelter immediately!",1,,
"RT @Zener39: RT @StormTeamChris    Tornado Warning for Erath and Comanche Counties! IF YOU LIVE IN DUBLIN, TAKE SHELTER NOW!   #TX",1,,
"RT @StormTeamChris    Tornado Warning for Erath and Comanche Counties! IF YOU LIVE IN DUBLIN, TAKE SHELTER NOW!   #TX",1,,
A tornado HAS touched the ground in some places in Texas. Take shelter if it's near you and be careful. Stay safe my fellow Texans!,1,,
"RT @LivingSafely: NWS issues Tornado Warning for parts of #AR, #TX. Seek strong shelter now if at risk: http://ow.ly/4p9AD",1,,
"US/Silver Spring: NWS issues Tornado Warning for parts of #AR, #TX. Seek strong shelter now if at risk: http://ow.ly/4FMmh",1,,
"RT @dispatchdemon: RT @DFWscanner: Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1,,
"RT @DFWscanner: Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1,,
We spent part of the day prepping our basement/cellar to be a better Storm/Tornado Shelter... That was interesting.,0,,
"RT @EdmondRentals Be Tornado SAFE in this AWESOME 4 bed, 2 bath home with storm shelter coming up for lease http://pr.borah.net",0,,
"Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1,,
"Be Tornado SAFE in this AWESOME 4 bed, 2 bath home with storm shelter coming up for lease http://pr.borah.net",0,,
These storms are crazy! I had to get in a tornado shelter at the mall!,1,,
RT @GraysonCounty: Large forming tornado west of Whitesboro High School.  PLEASE HEED THE WARNINGS AND TAKE SHELTER IMMEDIATELY.,1,,
Large forming tornado west of Whitesboro High School.  PLEASE HEED THE WARNINGS AND TAKE SHELTER IMMEDIATELY.,1,,
US/Silver Spring: NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4KO6V,1,,
New danakin.com post: Tornado Shelter http://danakin.com/?p=199,1,,
"OK. report: Henryetta you're in direct line with reported Tornado coming past Weleeka, minutes out!!! seek shelter!!!",1,,
Who brought French fries into tornado shelter w/o enough to share? #cruel,1,,
"PEOPLE IN MEMPHIS (SHELBY COUNTY AREA): YALL ARE UNDER A TORNADO WARNING, SEEK SHELTER DUMB ASSES!",1,,
Wolfchase Mall on lockdown for tornado. The backroom reminds me of air raid shelter in Croatia. 15 yrs in Mem. First time like this!,1,,
"If you in the areas near Union, Poplar, Southern, Central, Lamar, Park, etc... Take shelter, there is a chance for a serious tornado or rain",1,,
"Dey tellin us 2 seek shelter smh,mane I sho will b glad wen dis tornado shit ova wit",1,,
Near Millington taking shelter until tornado warning expires.,1,,
"Tornado Survivors Find Shelter: For many in tornado-ravaged Tuscaloosa, Alabama, this Red Cross shelter in a com... http://bit.ly/l1g0hI",0,,
Incredible story! RT @danelle: a family i met @redcross shelter who were sucked into tornado & lived to tell! http://tinyurl.com/435znfm,1,,
@MotherEarthNews Right now #tornado survivors don't have a toilet to flush. Need $$ and fast. Need shelter. Rain coming. Help raise $$,1,,
"I wonder how many AL tornado victims r #teaparty members who want the fed govt to stay out, not help provide water, shelter, etc.",0,,
"#News Tornado Survivors Find Shelter: For many in tornado-ravaged Tuscaloosa, Alabama, this Red Cross shelter in... http://bit.ly/iJBP0L",0,,
Tornado Survivors Find Shelter With Red Cross (Wall Street Journal): For many in tornado… http://bit.ly/g19nEZ,0,,
"ALABAMA:Couple Survives Tornado in a Below Ground Shelter Built for $ 600 USD; House Completely Destroyed
http://reut.rs/iXWsNP #alwx",1,,
Wayside Waifs Shelter has the first of many animal adoptions from the tornado area,0,,
#fact The best place to find shelter during a tornado is in a room without windows and doors.,1,,
latest dish news: Salem Animal Shelter Rescues Dogs From Tornado Areas In South ...: A Massachuset... http://bit.ly/iDmNCY uought2badog2,0,,
Ready to see God show up at the Belk Shelter with the tornado survivors. #WeAreAlabama #WeWillRiseAgain #TeamTuscaloosa,0,,
Shelter info and Google sat images and other Google resources #alwx http://goo.gl/v7lIg Alabama tornado,0,,
I guess I might as well decorate the inside of our tornado shelter seeing how much time we spend in here lately.,1,,
RT @LivingSafely: NWS issues Tornado Warning for parts of #LA. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1,,
US/Silver Spring: NWS issues Tornado Warning for parts of #LA. Seek strong shelter now if at risk: http://ow.ly/4Kvyz,1,,
"Tornado's cute, furry refugees come to New England via Northeast Animal Shelter http://www.necn.com/04/30/11/Tornados-cute-furry-refugees-come-to-New/landing_homeandfamily.html?blockID=514146&feedID=8368 …",1,,
"RT @CyberComm: People near and just west of Lone Star, TX should seek shelter from possible tornado",1,,
"People near and just west of Lone Star, TX should seek shelter from possible tornado",1,,
"Lone Star, #Texas confirmed #tornado heading your way. Seek shelter! #TXWX Follow 4 updates.",1,,
RT @LivingSafely: NWS issues Tornado Warning for parts of #TX. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1,,
US/Silver Spring: NWS issues Tornado Warning for parts of #TX. Seek strong shelter now if at risk: http://ow.ly/4KuCC,1,,
"@djericj We'll it's a automated voice that goes ""TORNADO WARNING SEEK SHELTER NOW""...not sure how much that helps..maybe in the overnight..",1,,
"In Tornado Zone, Many Ask, 'How Can We Help?': Outside an emergency shelter in Tuscaloosa, Ala., volunteers from... http://bit.ly/k4WjZZ",1,,
@mariodacat After he helped in tornado hit a few weeks ago he's planning to build a concrete shelter.,0,,
"Wood county, #Texas is under a #tornado warning. Cell is capable of producing a tornado. Seek Shelter! #TXWX Follow 4 updates.",1,,
tornado sirens going off again. I'm debating whether to take shelter or not...I just really have to finish this essay...,1,,
Arkansas tornado refugee dogs  are @ Northeast Animal Shelter in #Salem MA.  Available for adoption on Monday. #Gloucester MA,1,,
Err:509,0,,
"So when Japan had the tsunami & Haiti the earthquake, my feed was full of redcross/shelter house info. Where's the tornado support?",1,,
"http://www.cwcga.org/index2.html #Tornado Hit Women's Shelter/Safehouse It's preachy, But they've helped a lot of ppl @cspanwj @nprnews @AP",0,,
WZTV FOX 17 :: Newsroom - Top Stories - Tornado Shelter Protects Family - John Dunn http://fb.me/MzU5cnvL,1,,
today i volunteered at the belk center shelter for the tornado victims tommorrow im helping redcross,0,,
does weather news cry wolf too often? #tornado not enuf found good shelter.,1,,
Unbelievable story on CNN about the tornado. Man tethered his dogs to him and went to bath tub for shelter. (cont) http://tl.gd/a5pq4r,1,,
"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: (Press-Register/Izzy Gould, Tuscaloosa Bu... http://bit.ly/lcKytx",0,,
Tornado Shelter Protects Family - John Dunn: It is a small room made of steel.Tornado shelters are becoming a po... http://bit.ly/jWHSDO,1,,
"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.

... http://bit.ly/jjoz5p (ABC)",1,,
"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: Coach, his wife, Terry, and other athleti... http://bit.ly/iZOw4E",0,,
"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: Coach, his wife, Terry, and other athleti... http://bit.ly/m34fYq",0,,
"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.

 http://bit.ly/mA3azS",1,,
"ABCNews : Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
  ... http://bit.ly/jjoz5p",1,,
"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homel... http://brk.bz/jH7R04 #ABCNetwork #BRK",1,,
"#News #ABCNews Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousand... http://bit.ly/l0Ff5n #ABC #USNews",1,,
"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
... http://bit.ly/mSb1az ABCNews.com",1,,
"ABC News: Video > Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
	... http://abcn.ws/kGSdCC",1,,
RT info4pets - Shelter Takes In Pets From Tornado-Damaged City: http://bit.ly/kmOiHW  That's great news. Pets and People hurt by tornado.,0,,
"Tornado Survivors Search for Shelter (ABC News): After the devastating storms, thousands are homeless.

Sh... http://feedzil.la/j1sTrO",1,,
Tornado survivors followed basic rules and are alive now to talk about it...seek shelter in an internal room and hunker down low!,1,,
"And the first thing they want us to do in a tornado warning is ""put away valuable papers"" then get to shelter. Company first, safety second!",1,,
"RT @TopekaMetroKDOT: True or False? In a tornado, take shelter under an overpass. FALSE! http://1.usa.gov/9zaKSR #ksstorms `Not Comforting",1,,
Grew up in tornado alley.  Wish my mother in Omaha had a basement.  Do condo rules permit me to dig a storm shelter right outside?,1,,
She really just ask why is somebody taking a bath during a tornado? #idiot there taking shelter 2  be safe!!,1,,
A small relief- my friend's family has been found in a shelter. They escaped the tornado in time. A small blessing in comparison.,0,,
Holy cow! WHY IS THIS PERSON NOT SEEKING SHELTER?! Amateur video from the Tuscaloosa tornado - from The Daily: http://bit.ly/jDmnP9,1,,
"I have an idea for a Tornado shelter for apartments, it's a bathtub with a pulldown shell that locks into place on top of it and you inside.",0,,
"In tornado aftermath, many seek spiritual shelter in prayer ... http://aarp.us/jfsSGg",1,,
Middletown company makes safe tornado shelter http://hamilton-middletown.fox19.com/news/news/middletown-company-makes-safe-tornado-shelter/68687 …,0,,
Proud if Eastwood students organizing collections for Eclectic Shelter to help tornado victims,0,,
"Tornado safety  In the open outdoors: If possible, seek shelter/if not, lie flat and face-down on low ground, protect the back of your head",1,,
